child_lemma	child_pos	child_case	child_number	parent_lemma	parent_pos	parent_case	parent_number	text	sentence	sentence_id	child_lemma_total
äri_naine	NOUN	Gen	Sing	ise_loomustus	NOUN	Par	Sing	ärinaise iseloomustust	Lugege alljärgnevat koduperenaise ja ___ärinaise___ ___iseloomustust___ .	30805	2
reis	NOUN	Gen	Sing	dokument	NOUN	Par	Plur	reisi- dokumente	Kogub infot eri sihtrühmade reisihuvi kohta , vormistab ___reisi-___ ja muid vajalikke ___dokumente___ .	30906	109
üli_õpilane	NOUN	Gen	Plur	teadmine	NOUN	Par	Plur	üliõpilaste teadmisi	Õpetab üliõpilasi , tegeleb teadusliku uurimistööga , hindab ja kontrollib ___üliõpilaste___ ___teadmisi___ .	30915	40
inimene	NOUN	Gen	Plur	iga_päeva_elu	NOUN	Par	Sing	inimeste igapäevaelu	Kuidas on infotehnoloogia muutnud ___inimeste___ ___igapäevaelu___ ?	30922	1323
maffia_pealik	NOUN	Gen	Sing	arveteklaari=mine	NOUN	Par	Sing	maffiapealiku arveteklaarimist	Peakangelane on täiesti tavaline noor mees , kes kogemata satub keset kahe New Yorgi suurima ___maffiapealiku___ verist ___arveteklaarimist___ .	30931	1
poiss	NOUN	Gen	Sing	probleemi_dekoorem	NOUN	Par	Sing	Poisi probleemidekoormat	___Poisi___ ___probleemidekoormat___ aitavad kasvatada ka visa politseinik ja uurija ning kurikuulus palgamõrvar .	30932	262
kultuuri_väärtus	NOUN	Gen	Plur	säilitamine	NOUN	Par	Sing	kultuuriväärtuste säilitamist	Auhinda antakse välja arhitektuurimälestiste , kultuurmaastike , kunstikogude ja arheoloogiliste mälestiste säilitamise eest , samuti tunnustatakse ___kultuuriväärtuste___ ___säilitamist___ käsitlevaid uurimusi ning üksikisikute või organisatsioonide muinsuskaitsealast tegevust .	30972	2
üksik_isik	NOUN	Gen	Plur	tegevus	NOUN	Par	Sing	üksikisikute tegevust	Auhinda antakse välja arhitektuurimälestiste , kultuurmaastike , kunstikogude ja arheoloogiliste mälestiste säilitamise eest , samuti tunnustatakse kultuuriväärtuste säilitamist käsitlevaid uurimusi ning ___üksikisikute___ või organisatsioonide muinsuskaitsealast ___tegevust___ .	30972	2
reklaami_andja	NOUN	Gen	Plur	tulu	NOUN	Par	Sing	reklaamiandjate tulu	Pole kahtlust , et meedia ühendamine Internetiga hakkab inimestele ja virtuaalne reklaam võimaldab suurendada ___reklaamiandjate___ ___tulu___ .	31003	1
veetmine	NOUN	Gen	Sing	võimalus	NOUN	Par	Plur	veetmise võimalusi	Rõhutatakse puhkuse ja vaba aja ___veetmise___ ___võimalusi___ , erinevaid naudinguid , kujutatakse tervet , kaunilt naeratavat noort naist .	31059	13
loodus	NOUN	Gen	Sing	stiihia	NOUN	Par	Sing	looduse stiihiat	Kujutatakse ___looduse___ ___stiihiat___ , metsikuid hobuseid , autosid , kauneid naisi .	31066	153
klient	NOUN	Gen	Sing	nõudmine	NOUN	Par	Plur	kliendi nõudmisi	Reklaami eesmärgiks on leida eelkõige ___kliendi___ ___nõudmisi___ ja vajadusi rahuldavaid lahendusi .	31070	47
kasutamine	NOUN	Gen	Sing	aktiivsus	NOUN	Par	Sing	kasutamise aktiivsust	Veebi ___kasutamise___ ___aktiivsust___ toetab endiselt Interneti-ühenduse olemasolu koduarvutites .	31094	61
Inter_neti-ühendus	NOUN	Gen	Sing	olemas_olu	NOUN	Par	Sing	Interneti-ühenduse olemasolu	Veebi kasutamise aktiivsust toetab endiselt ___Interneti-ühenduse___ ___olemasolu___ koduarvutites .	31094	1
enamik	NOUN	Nom	Sing	spetsialist	NOUN	Par	Plur	Enamik spetsialiste	___Enamik___ ___spetsialiste___ tõstab Linuxi Windowsist ettepoole just usaldatavuse tõttu .	31104	42
ruumi_puudus	NOUN	Gen	Sing	probleem	NOUN	Par	Plur	ruumipuuduse probleeme	Selline raamat ei kulu ega hävi ning ei teki ___ruumipuuduse___ ___probleeme___ .	31118	1
populaarsus	NOUN	Gen	Sing	saavutamine	NOUN	Par	Sing	populaarsuse saavutamist	Pärast mõningase ___populaarsuse___ ___saavutamist___ võib e-raamatute suurimaks probleemiks kujuneda piraatlus .	31124	5
raamat	NOUN	Gen	Plur	hind	NOUN	Par	Sing	raamatute hinda	Trükikulude kadumine , vähenenud turundus- ja tööjõukulud võiksid ___raamatute___ ___hinda___ tunduvalt alandada .	31132	289
hulk	NOUN	Nom	Sing	inimene	NOUN	Par	Plur	hulk inimesi	Suur ___hulk___ ___inimesi___ ei kujuta endale elu ilma arvutita ette .	31148	45
mobiil_telefon	NOUN	Gen	Sing	prototüüp	NOUN	Par	Plur	mobiiltelefoni prototüüpe	Saksamaal näidati ___mobiiltelefoni___ ja pihuarvuti ___prototüüpe___ , mille energiaallikaks on ainult päikesepatareid .	31206	74
maa_ilm	NOUN	Gen	Sing	kallis_kivi	NOUN	Par	Sing	maailma kalliskivi	Vertu valmistas telefoni , mille küljes on 2590 looduslikku sinist teemanti - ___maailma___ kõige haruldasemat ___kalliskivi___ .	31212	223
tund	NOUN	Gen	Sing	jagu	NOUN	Par	Sing	tunni jagu	Mobiiltelefoniga on võimalik teha kvaliteetset filmi - telefoni mälukaart mahutab rohkem kui ___tunni___ ___jagu___ filmi .	31218	555
jagu	NOUN	Par	Sing	film	NOUN	Par	Sing	jagu filmi	Mobiiltelefoniga on võimalik teha kvaliteetset filmi - telefoni mälukaart mahutab rohkem kui tunni ___jagu___ ___filmi___ .	31218	5
pakett_andmen	NOUN	Gen	Plur	kasutamine	NOUN	Par	Sing	pakettandmeside kasutamist	Mobiiltelefonide põhiomaduseks on digitaalne andmeside , mis võimaldab reaalajas videot , lühisõnumeid , samal ajal kõnega ___pakettandmeside___ ___kasutamist___ , meilide ja piltide edastamist , muusika kuulamist ja sisseehitatud fotokaamera kasutamist .	31235	1
meil	NOUN	Gen	Plur	edastamine	NOUN	Par	Sing	meilide edastamist	Mobiiltelefonide põhiomaduseks on digitaalne andmeside , mis võimaldab reaalajas videot , lühisõnumeid , samal ajal kõnega pakettandmeside kasutamist , ___meilide___ ja piltide ___edastamist___ , muusika kuulamist ja sisseehitatud fotokaamera kasutamist .	31235	5
muusika	NOUN	Gen	Sing	kuulamine	NOUN	Par	Sing	muusika kuulamist	Mobiiltelefonide põhiomaduseks on digitaalne andmeside , mis võimaldab reaalajas videot , lühisõnumeid , samal ajal kõnega pakettandmeside kasutamist , meilide ja piltide edastamist , ___muusika___ ___kuulamist___ ja sisseehitatud fotokaamera kasutamist .	31235	224
foto_kaamera	NOUN	Gen	Sing	kasutamine	NOUN	Par	Sing	fotokaamera kasutamist	Mobiiltelefonide põhiomaduseks on digitaalne andmeside , mis võimaldab reaalajas videot , lühisõnumeid , samal ajal kõnega pakettandmeside kasutamist , meilide ja piltide edastamist , muusika kuulamist ja sisseehitatud ___fotokaamera___ ___kasutamist___ .	31235	1
tüüp	NOUN	Par	Sing	seade	NOUN	Par	Plur	tüüpi seadmeid	Jaapanis on kolme ___tüüpi___ 3G ___seadmeid___ - üks on lihtne terminal , teine on videotelefon ja kolmas on mõeldud peamiselt andmesidel põhinevate teenuste kasutamiseks .	31236	16
kilo	NOUN	Par	Sing	prügi	NOUN	Par	Sing	kilo prügi	Iga inimene toodab Eestis aastaga umbes 400 ___kilo___ ___prügi___ , millest 60 protsenti moodustavad pakendid .	31262	23
loodus	NOUN	Gen	Sing	seisund	NOUN	Par	Sing	looduse seisundit	Missugune reisikorraldus parandab ___looduse___ ja kultuurimälestiste ___seisundit___ ?	31338	153
turism	NOUN	Gen	Sing	mõju	NOUN	Par	Plur	turismi mõjusid	Kavas on hakata uurima ___turismi___ ___mõjusid___ , levitama teavet ökoturismi kohta ning organiseerima erialast koolitust .	31356	12
loodus	NOUN	Gen	Sing	säilimine	NOUN	Par	Sing	looduse säilimist	Missugune turismikorraldus toetab ___looduse___ ___säilimist___ ?	31361	153
elanik	NOUN	Gen	Plur	hea_olu	NOUN	Par	Sing	elanike heaolu	Mis kasvatab kohalike ___elanike___ ___heaolu___ ?	31366	33
puhkamis_võimalus	NOUN	Gen	Plur	valik	NOUN	Par	Sing	puhkamisvõimaluste valikut	Kuidas mõjutab Eestimaa loodus ja kliima ___puhkamisvõimaluste___ ___valikut___ ?	31368	1
vee_tõus	NOUN	Nom	Sing	häda	NOUN	Par	Plur	veetõus hädasid	Madalatel aladel , nagu Holland , tekitab ka meetrine ___veetõus___ tõsiseid ___hädasid___ .	31387	1
loodus_kaitse	NOUN	Gen	Sing	seadus	NOUN	Par	Plur	looduskaitse seadusi	Punane raamat ei sisalda ___looduskaitse___ ___seadusi___ ega määrusi .	31412	12
liik	NOUN	Gen	Sing	levik	NOUN	Par	Sing	liigi levikut	See on teaduslike andmete kogu , mis kajastab ___liigi___ ___levikut___ ja seisukorda koos ettepanekutega selle kaitseks .	31413	49
liik	NOUN	Gen	Plur	olu_kord	NOUN	Par	Sing	liikide olukorda	Looduseuurijad peavad kogu aeg jälgima ohustatud ja haruldaste ___liikide___ ___olukorda___ ja kandma uued andmed punasesse raamatusse .	31415	49
liik	NOUN	Par	Sing	taim	NOUN	Par	Plur	liiki taimi	Eesti esimeses punases raamatus ( 1979 ) oli kokku 259 ___liiki___ ___taimi___ ja loomi .	31417	49
loom	NOUN	Gen	Sing	liik	NOUN	Par	Sing	looma liiki	Uue punase raamatu andmeil on Eesti alalt kadunud 4 seene-, 18 sambliku-, 10 sambla-, 27 soontaime-, 42 selgrootu ja 2 selgroogse ___looma___ ___liiki___ .	31419	190
liik	NOUN	Gen	Plur	kadumine	NOUN	Par	Sing	Liikide kadumist	___Liikide___ ___kadumist___ seostatakse mitmesuguse metsade majandamisega seotud tegevuse , veekogude muutmise ja põllumajandusliku tegevusega , samuti kliimamuutustega .	31420	49
inimene	NOUN	Gen	Plur	tervis	NOUN	Par	Sing	inimeste tervist	Kuidas müra kahjustab ___inimeste___ ___tervist___ ?	31456	1323
piirkond	NOUN	Gen	Plur	sademe_tehulka	NOUN	Par	Sing	piirkondade sademetehulka	Ka sagenenud tugevaid torme ning mitmete ___piirkondade___ suurt ___sademetehulka___ koos üleujutustega seostatakse kliima muutumisega .	31475	31
okas	NOUN	Gen	Plur	kadu	NOUN	Par	Sing	okaste kadu	Happevihmad põhjustavad okaspuudel ___okaste___ ___kadu___ , puutüvedel kasvavate samblikuliikide vähenemist , järvede hapestumist , maapinna elustiku harvenemist ja taime- ning loomaliikide vaesumist .	31476	1
sambli_kuliik	NOUN	Gen	Plur	vähenemine	NOUN	Par	Sing	samblikuliikide vähenemist	Happevihmad põhjustavad okaspuudel okaste kadu , puutüvedel kasvavate ___samblikuliikide___ ___vähenemist___ , järvede hapestumist , maapinna elustiku harvenemist ja taime- ning loomaliikide vaesumist .	31476	1
järv	NOUN	Gen	Plur	hapestu=mine	NOUN	Par	Sing	järvede hapestumist	Happevihmad põhjustavad okaspuudel okaste kadu , puutüvedel kasvavate samblikuliikide vähenemist , ___järvede___ ___hapestumist___ , maapinna elustiku harvenemist ja taime- ning loomaliikide vaesumist .	31476	87
elustik	NOUN	Gen	Sing	harvenemine	NOUN	Par	Sing	elustiku harvenemist	Happevihmad põhjustavad okaspuudel okaste kadu , puutüvedel kasvavate samblikuliikide vähenemist , järvede hapestumist , maapinna ___elustiku___ ___harvenemist___ ja taime- ning loomaliikide vaesumist .	31476	1
taime	NOUN	Gen	Sing	vaesumine	NOUN	Par	Sing	taime- vaesumist	Happevihmad põhjustavad okaspuudel okaste kadu , puutüvedel kasvavate samblikuliikide vähenemist , järvede hapestumist , maapinna elustiku harvenemist ja ___taime-___ ning loomaliikide ___vaesumist___ .	31476	4
immuunsus	NOUN	Gen	Sing	nõrgenemine	NOUN	Par	Sing	immuunsuse nõrgenemist	Hõrenemine suurendab ka ___immuunsuse___ ___nõrgenemist___ .	31479	2
plankton	NOUN	Gen	Sing	paljune=mine	NOUN	Par	Sing	planktoni paljunemist	Kiirgus takistab taimse ___planktoni___ ___paljunemist___ ja vähendab teraviljade saagikust .	31480	2
tera_vili	NOUN	Gen	Plur	saagik	NOUN	Par	Sing	teraviljade saagikust	Kiirgus takistab taimse planktoni paljunemist ja vähendab ___teraviljade___ ___saagikust___ .	31480	4
hapniku_vabu	NOUN	Gen	Sing	territoorium	NOUN	Par	Plur	hapnikuvabu territooriume	Ka Läänemeres on ___hapnikuvabu___ ___territooriume___ , mis tegelikult on surnud merepõhi .	31491	1
tonn	NOUN	Par	Sing	nafta	NOUN	Par	Sing	tonni naftat	Igal aastal satub merre rohkem kui kolm miljonit ___tonni___ ___naftat___ .	31493	10
kala	NOUN	Gen	Plur	maitse	NOUN	Par	Sing	kalade maitset	Nafta rikub ___kalade___ ___maitset___ , hävitab kalamarja ja kalamaime vähendab kalade väljapüüki pikaks ajaks .	31497	77
töö	NOUN	Gen	Sing	võime	NOUN	Par	Sing	töö võimet	Müra vähendab vaimse ___töö___ ___võimet___ , põhjustab loidust ja agressiivsust .	31505	552
mulla	NOUN	Gen	Sing	ära_uhtumine	NOUN	Par	Sing	Mulla ärauhtumist	___Mulla___ looduslikku ___ärauhtumist___ ( erosiooni ) põhjustavad sademed , vooluvesi , tuul ja temperatuurikõikumised , eriti sellistel aladel , kus puudub kaitsev taimestik .	31509	1
jõgi	NOUN	Gen	Plur	täitumine	NOUN	Par	Sing	jõgede täitumist	Metsade kadumine põhjustab mulla erosiooni ja vaesumist , suurendab ___jõgede___ ___täitumist___ mudaga .	31514	62
arsti_teadus	NOUN	Gen	Sing	teadmine	NOUN	Par	Plur	arstiteaduse teadmisi	Võib elada tervislikult , otsida abi rahvameditsiinist või rakendada ___arstiteaduse___ tänapäevaseid ___teadmisi___ .	31555	1
olemine	NOUN	Gen	Sing	põhi_mõte	NOUN	Par	Plur	olemise põhimõtteid	Loetlege artiklis nimetatud terve ___olemise___ ___põhimõtteid___ .	31562	14
inimene	NOUN	Gen	Plur	elu_kvaliteet	NOUN	Par	Sing	inimeste elukvaliteeti	Tähtis on toetada ja parandada nende ___inimeste___ ___elukvaliteeti___ , kes seda ise ei suuda teha .	31573	1323
raha	NOUN	Gen	Sing	neeru_haigus	NOUN	Par	Sing	raha neeruhaigust	Oksjoni ja annetuste kogumise eesmärk on korjata ___raha___ ___neeruhaigust___ põdeva 7-aastase Reinu elu päästmiseks ning 15-aastase liigesehaige Meelise jaluleaitamiseks .	31598	255
ette_võte	NOUN	Gen	Plur	õhk	NOUN	Par	Sing	ettevõtete õhku	Linnas on õhk saastunud ___ettevõtete___ ___õhku___ paisatava suitsu ja autode heitgaasidega .	31616	33
hingamis_tee	NOUN	Gen	Plur	haigus	NOUN	Par	Plur	hingamisteede haigusi	Mida saastatum on õhk , seda enam põevad inimesed ___hingamisteede___ ___haigusi___ .	31617	2
inimene	NOUN	Gen	Sing	elu_viis	NOUN	Par	Sing	inimese eluviisi	Kas on võimalik teise ___inimese___ ___eluviisi___ muuta ?	31683	1323
stressi_seisund	NOUN	Gen	Sing	põhjus	NOUN	Par	Plur	stressiseisundi põhjuseid	Õppige ära tundma buliimiahoo esimesi tundemärke , analüüsige ___stressiseisundi___ ___põhjuseid___ ning kõrvaldage need .	31755	1
inimene	NOUN	Gen	Sing	suhtumine	NOUN	Par	Sing	inimese suhtumist	Kas vanus mõjutab ___inimese___ ___suhtumist___ oma tervisesse ?	31775	1323
narkootikum	NOUN	Gen	Plur	levimine	NOUN	Par	Sing	narkootikumide levimist	Õpetajad ei märka koolis ___narkootikumide___ ___levimist___ .	31807	14
narkootikum	NOUN	Gen	Plur	tarvitamine	NOUN	Par	Sing	narkootikumide tarvitamist	Kuidas ennetada ___narkootikumide___ ___tarvitamist___ ?	31815	14
enamik	NOUN	Nom	Sing	noor	NOUN	Par	Plur	enamik noori	Pärimise peale ___enamik___ ___noori___ eitab , et nad on meelemürke tarvitanud .	31817	42
narko_maania	NOUN	Gen	Sing	levik	NOUN	Par	Sing	narkomaania levikut	Kas on võimalik piirata ___narkomaania___ ___levikut___ või see koguni täielikult likvideerida ?	31836	2
soolestik	NOUN	Gen	Sing	mikro_floora	NOUN	Par	Sing	Soolestiku mikrofloorat	___Soolestiku___ ___mikrofloorat___ kahjustab eelkõige ühekülgne toitumine ja tugev vaimne stress .	31847	4
rasv	NOUN	Gen	Plur	osa_kaal	NOUN	Par	Sing	rasvade osakaalu	Kõigepealt tuleks toidus vähendada ___rasvade___ ___osakaalu___ .	31848	22
antibiootikum	NOUN	Gen	Plur	tarvitamine	NOUN	Par	Sing	antibiootikumide tarvitamist	Uuringud näitavad , et probiootiliste bakteritega rikastatud jogurtid taastavad pärast ___antibiootikumide___ ___tarvitamist___ seedekulgla mikrofloora , soodustavad B- rühma vitamiinide imendumist , langetavad kolesteroolitaset , kiirendavad seedetegevust , lühendavad kantserogeenide eluiga sooltes .	31850	1
vitamiin	NOUN	Gen	Plur	imendumine	NOUN	Par	Sing	vitamiinide imendumist	Uuringud näitavad , et probiootiliste bakteritega rikastatud jogurtid taastavad pärast antibiootikumide tarvitamist seedekulgla mikrofloora , soodustavad B- rühma ___vitamiinide___ ___imendumist___ , langetavad kolesteroolitaset , kiirendavad seedetegevust , lühendavad kantserogeenide eluiga sooltes .	31850	19
südame_haigus	NOUN	Gen	Plur	riski_tegur	NOUN	Par	Sing	südamehaiguste riskitegurit	Soola kui ___südamehaiguste___ ___riskitegurit___ ja kaltsiumi imendumise alandajat peaks oma toidus tublisti vähendama .	31852	3
hemorroid	NOUN	Gen	Plur	teke	NOUN	Par	Sing	hemorroidide tekke	Kiudainerikas toit tekitab suhteliselt kiiresti küllastustunde , reguleerib seedimist , hoiab ära ___hemorroidide___ ___tekke___ , vähendab vähiriski , reguleerib vere lipiidisisaldust .	31853	1
veri	NOUN	Gen	Sing	lipiidi_sisaldus	NOUN	Par	Sing	vere lipiidisisaldust	Kiudainerikas toit tekitab suhteliselt kiiresti küllastustunde , reguleerib seedimist , hoiab ära hemorroidide tekke , vähendab vähiriski , reguleerib ___vere___ ___lipiidisisaldust___ .	31853	23
toit	NOUN	Gen	Sing	osa_kaal	NOUN	Par	Sing	toidu osakaalu	Kiudainerikka ___toidu___ ___osakaalu___ tuleks suurendada ja ühtlasi juua piisaval hulgal vett .	31855	179
rakk	NOUN	Gen	Plur	kasv	NOUN	Par	Sing	rakkude kasvu	Soja pidurdab ka rinna-, eesnäärme- ja emakavähi ___rakkude___ ___kasvu___ .	31859	4
rasv	NOUN	Par	Sing	pontšik	NOUN	Par	Plur	rasvast pontšikuid	Magusaid jooke , ___rasvast___ tilkuvaid ___pontšikuid___ ja kartulikrõpse .	31872	22
valik	NOUN	Nom	Sing	või_leib	NOUN	Par	Plur	valik võileibu	Õiges puhvetis on ka ___valik___ ___võileibu___ .	31880	56
toit	NOUN	Gen	Sing	menüü	NOUN	Par	Sing	toidu menüüd	Aga missugusena sa kujutad ette sooja ___toidu___ ___menüüd___ ?	31886	179
osa	NOUN	Nom	Sing	inimene	NOUN	Par	Plur	Osa inimesi	___Osa___ ___inimesi___ on teatud valguühendite suhtes tundlikud ning on haigusi , mille puhul tuleb muna söömist vähendada , tarvitada seda poolpehmena või omletina .	31895	236
muna	NOUN	Gen	Sing	söömine	NOUN	Par	Sing	muna söömist	Osa inimesi on teatud valguühendite suhtes tundlikud ning on haigusi , mille puhul tuleb ___muna___ ___söömist___ vähendada , tarvitada seda poolpehmena või omletina .	31895	49
lind	NOUN	Gen	Plur	muna	NOUN	Par	Plur	lindude mune	Süüa võib arvatavasti kõikide ___lindude___ ___mune___ .	31898	59
hingamis	NOUN	Gen	Sing	vastu_pidavus	NOUN	Par	Sing	hingamis- vastupidavust	Sobib kõigile , arendab ___hingamis-___ ja vereringeelundite ___vastupidavust___ , koormab ja tugevdab suuri lihasrühmi .	31912	1
hapniku_tarbimine	NOUN	Gen	Sing	võime	NOUN	Par	Sing	hapnikutarbimise võimet	Kasulik nii vanadele kui noortele , algajatele ning kogenud tervisesportlastele , parandab ___hapnikutarbimise___ ___võimet___ , muudab lihased tugevamaks , suurendab vastupidavust ja painduvust , on hea lõõgastaja .	31913	3
tasa_kaal	NOUN	Gen	Sing	koordinatsioon	NOUN	Par	Sing	tasakaalu koordinatsiooni	Pakub naudingut ja on loominguline , suurendab vastupidavust ja lihasjõudu , hoiab liigesed liikuvaina , parandab ___tasakaalu___ ja liigutuste ___koordinatsiooni___ .	31914	24
hapniku_tarbimine	NOUN	Gen	Sing	võime	NOUN	Par	Sing	hapnikutarbimise võimet	Parandab ___hapnikutarbimise___ ___võimet___ ning treenib jalalihaseid , mõjub hästi tasakaalule ja koordinatsioonile .	31915	3
hapniku_tarbimine	NOUN	Gen	Sing	võime	NOUN	Par	Sing	hapnikutarbimise võimet	Parandab ___hapnikutarbimise___ ___võimet___ , rakendab tööle mitmed lihasrühmad , laia ulatusega liigutused teevad head eriti selja- ja õlalihastele .	31916	3
kool	NOUN	Gen	Plur	noor	NOUN	Par	Plur	koolide noori	Tahame kutsuda kaasa kõikide ___koolide___ ___noori___ .	31944	1013
linn	NOUN	Gen	Sing	kool	NOUN	Par	Plur	linna koole	Ma muidugi väga tahan olla terve , kena välimusega ja aktiivse eluhoiakuga , kuid kahjuks olen väga hõivatud ning ei usu , et mul oleks aega käia koosolekutel ja joosta mööda ___linna___ ___koole___ ning rääkida tervisliku eluviisi tähtsusest .	31946	269
valik	NOUN	Nom	Sing	kirjandus	NOUN	Par	Sing	valik kirjandust	Tänapäeval võib sellekohast teavet lugeda kõikjalt , sest tervisest ja spordist kirjutavad kõik perioodilised väljaanded ning raamatukogude lugemissaalides on saadaval lai ___valik___ ___kirjandust___ .	31949	56
päev	NOUN	Nom	Sing	ratsutamine	NOUN	Par	Sing	päev ratsutamist	Korraldage midagi ohutumat , näiteks hipodroomil üks ___päev___ ___ratsutamist___ .	31971	741
nädal	NOUN	Nom	Sing	aeg	NOUN	Par	Sing	nädal aega	Mida teha siis , kui juba ___nädal___ ___aega___ on dieedil oldud ja näljatunne on tugev ?	31993	225
veri	NOUN	Gen	Sing	andmine	NOUN	Par	Sing	vere andmist	Kas ___vere___ ___andmist___ tuleks tasustada ?	32027	23
keha	NOUN	Gen	Sing	koorimine	NOUN	Par	Sing	keha koorimist	Spaaprotseduur hõlmab ___keha___ ___koorimist___ , massaaži ja mähist kreemi või geeliga , mille toimeaineteks on vetikad või meremuda .	32043	31
nahk	NOUN	Gen	Sing	uuenemis_protsess	NOUN	Par	Sing	naha uuenemisprotsessi	Vetikad aitavad organismist jääkaineid välja viia , stimuleerivad ___naha___ ___uuenemisprotsessi___ , aeglustavad organismi vananemist .	32045	27
organism	NOUN	Gen	Sing	vananemine	NOUN	Par	Sing	organismi vananemist	Vetikad aitavad organismist jääkaineid välja viia , stimuleerivad naha uuenemisprotsessi , aeglustavad ___organismi___ ___vananemist___ .	32045	35
laps	NOUN	Gen	Sing	sünd	NOUN	Par	Sing	lapse sündi	Kui suurte summadega toetab riik ___lapse___ ___sündi___ ja väikese lapsega peresid ?	32075	810
laps	NOUN	Gen	Plur	sünd	NOUN	Par	Sing	laste sündi	Miks noored on hakanud ___laste___ ___sündi___ kaugemasse tulevikku lükkama ?	32076	810
vanur	NOUN	Gen	Plur	elu	NOUN	Par	Sing	vanurite elu	Kuidas saaks kergendada ___vanurite___ ___elu___ ?	32078	4
ühiskond	NOUN	Gen	Sing	eba_õiglus	NOUN	Par	Sing	ühiskonna ebaõiglust	Kõrgkiht peab rikkaks saamise eelduseks ennekõike kõrget haridustaset , keelte- ja mõtlemisoskust aga vaesuse põhjuseks tööpuudust , joomist , kehva haridust ja inimeste endi laiskust , aga ka ___ühiskonna___ ___ebaõiglust___ .	32089	35
