id,verb,verb_compound,verb_feats,verb_is_aux,verb_deprel,sup_verb,sup_verb_feats,sup_verb_deprel,sentence,sentence_id
38987,tahtma,,"ps,aux,neg,pres,indic",0,conj,magama,"ps,aux,ill,sup",ccomp,"Vabandab ette ja ___taha___ , et sai alles kuus hommikul ___magama___ .",8143787
38996,õppima,,"ps,main,past,partic",1,advcl,armastama,"ps,ill,mod,sup",xcomp,"Muide , mitmed ajastukroonikud on arvanud , et 1920ndate poisipead ja lamedad rinnad tulid moodi seepärast , et sõdurid olid ___õppinud___ kaevikutes oma võitluskaaslasi ___armastama___ , niisiis olevat sel moel homoseksuaalne alatoon .",8143900
38999,õppima,,"inf,mod",0,xcomp,tundma,"ps,ill,sup,main",xcomp,"- KK ) andis teed küllusest õhkuvatele 1950ndatele , võimaldades uutel vapratel riikidel kahel pool Atlandi ookeani üksteist paremini ___tundma___ ___õppida___ . ”",8143914
39002,tegema,,"ps,aux,ill,sup",0,xcomp,saama,"ps,aux,ill,sup",ccomp,"Eks pühi üle meie kõigi üks “ nüüdisaegse heaoluühiskonna ” luud , kõikvõimalikud lääne kirjamehed , lektorid ja konsultandid käivad meid õpetamas õnge ___tegema___ , millega peaks kuldkala kätte ___saama___ .",8143931
39005,valmistuma,,"af,ps,sg,aux,ps3,pres,indic",0,ccomp,saama,"ps,aux,ill,sup",xcomp,"Nüüd on kuulda , et Eesti ___valmistub___ ___saama___ esimeseks geeniriigiks .",8143986
39009,saama,,"ps,sg,aux,neg,ps2,pres,imper",1,conj,hakkama,"ps,ill,mod,sup",xcomp,"Nende diagnoos on mälukaotus ehk dementsus , seetõttu ei ___saa___ nad enam üksi kodus ___hakkama___ .",8144002
39016,soostuma,,"af,ps,sg,ps3,main,pres,indic",0,conj,olema,"ps,ill,mod,sup",xcomp,” Ta laseb end natuke veenda ning ___soostub___ veel ___olema___ - “ No veidike aega ! ”,8144045
39018,sättima,,"ps,ill,sup,main",0,xcomp,piiluma,"ps,ill,sup,main",conj,Kasvataja kirjeldab : “ Alma hakkas kogu aeg oma juukseid ___sättima___ ja meeste poole ___piiluma___ .,8144051
39021,saama,,"af,ps,sg,mod,ps2,pres,imper",1,conj,hakkama,"ps,aux,ill,sup",xcomp,"Alma on saanud testides null punkti - ei oska vastata ühelegi küsimusele , ei oska täita ühtegi palvet , ei oska käsu peale kirjutada , ei ___saa___ joonistamisega ___hakkama___ ...",8144060
39025,saama,,"af,ps,sg,ps3,main,pres,indic",0,conj,hakkama,"ps,aux,ill,sup",xcomp,"Lainel on küll tubades orienteerumisega probleeme , aga vetsus ___saab___ ta üksinda ___hakkama___ .",8144127
39027,kippuma,,"af,pl,ps,aux,ps3,pres,indic",0,root,minema,"ps,ill,sup,main",xcomp,“ Paraku ___kipuvad___ isegi kõige markantsemad sündmused inimestel kaheksa aastaga meelest ___minema___ .,8144155
39050,valmistuma,,"af,ps,sg,mod,ps1,impf,indic",0,acl:relcl,koostama,"ps,aux,ill,sup",xcomp,"Ja nii ongi , et mina , kes ma ___valmistusin___ laivil ___koostama___ nimekirja asjadest , mis minu arust ära võiks keelata , ei leia hiljem märkmikust ühtegi sellelaadset ülestähendust .",8144401
39053,õppima,,"af,pl,ps,aux,ps1,pres,indic",0,conj,hindama,"ps,ill,mod,sup",xcomp,"Andrus Kivirähu “ Rehepappi ” lugedes tahaks vähemasti loota , et ahnitsemine on ainult eestlase rahvuslik loomujoon ja kuskil mujal on kõik hoopis ilusam , ning varem või hiljem ___õpime___ meiegi seda ilu ___hindama___ .",8144635
39060,sattuma,,"af,ps,sg,aux,ps1,impf,indic",0,root,lugema,"ps,ill,sup,main",advcl,Ma ___sattusin___ Diamondi kolumni ___lugema___ juhuslikult .,8144909
39088,kalduma,,"af,ps,sg,aux,ps3,pres,indic",0,acl,olema,"ps,ill,mod,sup",xcomp,"Vaatamata sellele , et künni asendamisel kobestamisega ___kaldub___ ___olema___ allpool künnikihti tavapärasest haritud mullast parem pooride säilivus ja struktuurselt homogeensem muld ( Comia et al . , 1994 ) , on künnikihi alaosa tihenenud ja taimejuurte areng sealses kihis häiritud .",8292899
39123,tegema,,"aux,imps,past,partic",1,advcl,olema,"ps,ill,sup,main",aux,"Põllumehe töö on väga dünaamiline , tipp-perioodidel võetakse traktorist maksimum , mistõttu hooldustööd peavad ___olema___ ___tehtud___ äärmise põhjalikkusega ja traktori ressurss diagnoositud .",8296808
39124,saama,,"inf,mod",0,advcl,hakkama,"ps,aux,ill,sup",xcomp,"Uuriti , kuidas on peainsenerid rahul oma eluga ning olukorraga majandis , kui suur peaks olema personal , et ___saada___ ___hakkama___ vajalike töödega .",8296864
39148,kalduma,,"af,pl,ps,aux,ps3,pres,indic",0,ccomp,moodustama,"ps,ill,sup,main",xcomp,"Sordiaretuse tulemusel on saavutatud , et õlleodra sordid ___kalduvad___ ___moodustama___ vähem produktiivvõrseid taime kohta kui söödaodra sordid ( Calderini , Dreccer , 2002 ) .",8298027
39150,õppima,,"af,mod,impf,imps,indic",0,root,tundma,"ps,aux,ill,sup",xcomp,"Katsete ja analüüside tulemuste põhjal ___õpiti___ ___tundma___ ja selgitati välja väärtuslike omadustega sorte , mida saab aretuses kasutada geneetiliste ressurssidena uute õlleodra sortide saagikuse , seisukindluse , haiguskindluse ning tera ja linnase kvaliteedi parandamiseks .",8298779
39155,saama,,"inf,main",0,acl,hakkama,"ps,ill,mod,sup",xcomp,"Koolis teravnenud sotsiaalprobleemne temaatika ühelt poolt ja kooli ettevalmistamatus sellega ___hakkama___ ___saada___ teiselt poolt on andnud tulemuseks olukorra , kus järjest rohkem noori ei omanda kohustuslikku põhiharidust , mis seab ohtu ühiskonna jätkusuutlikkuse .",8313553
39160,saama,,"ps,aux,neg,pres,indic",1,acl:relcl,hakkama,"ps,aux,ill,sup",xcomp,"Haigus , erivajadus vms kujuneb probleemiks , kuna ohustab koolijärgset toimetulekut : kes ___hakkama___ ei ___saa___ , võib muutuda maksumaksjale koormaks ( Nygard 1998 : 19 ) .",8313643
39162,õppima,,"inf,main",0,acl,tundma,"ps,aux,ill,sup",xcomp,"Suletud ruumis saab hõlpsamalt ülevaate puudujaist ; õpilasi ___tundma___ ___õppida___ , valitseda ning nendega manipuleerida .",8313661
39186,harjuma,,"af,ps,sg,mod,ps3,pres,indic",0,advcl,kujundama,"ps,ill,mod,sup",xcomp,"Kui pedagoog ___harjub___ lapsi vaid karistuse kaudu ___kujundama___ , on tal sellisest stiilist raske vabaneda ( Kantola 1988a : 9 ; Heikkilä 1988 : 51 ; Korpinen 1988 : 95 ) .",8313762
39192,õppima,,"aux,ger",0,advcl,arvutama,"ps,aux,ill,sup",xcomp,"Nende hulka kuulus ka J. Pestalozzi , kes laenatud raha eest ostis talu ning avas seal 1774. a lastekodu , kus kodutud lapsed põldu harides , puuvilla kedrates ja kududes endale ise ülalpidamist teenisid , ühtlasi töö kõrvalt lugema , kirjutama ning ___arvutama___ ___õppides___ .",8313871
39203,piirduma,,"ps,sg,mod,neg,ps2,pres,imper",1,root,suutma,"ps,ill,sup,main",parataxis,Pedagoogi roll muutunud ühiskonnas ei ___piirdu___ õpetamisega - koolis ilmnevatele sotsiaalsetele probleemidele lahendite leidmiseks peab õpetaja ___suutma___ tunniepisoodide analüüsile tuginedes olukorda adekvaatselt hinnata ning valida sellest johtuvalt sobivaid toimetulekustrateegiaid .,8314181
39221,juhtuma,,"af,ps,sg,mod,ps3,pres,indic",0,root,mängima,"ps,ill,sup,main",csubj,"___Juhtub___ , et siingi peab pedagoog oma napist palgast sponsorit ___mängima___ .",8314483
39225,saama,,"af,ps,sg,mod,ps3,impf,indic",0,parataxis,hakkama,"ps,ill,sup,main",xcomp,"Anto : "" Robinson ___sai___ ___hakkama___ igasuguste asjadega .",8314581
39249,tegema,,"inf,main",1,root,viima,"ps,aux,ill,sup",parataxis,( JK nr. 3 ) Midagi muud ei olnud ___teha___ - Mari pidi varastatud asjad tagasi ___viima___ ning sellega lugu lõppeski .,8315019
39253,saama,,"af,pl,ps,mod,ps2,pres,indic",0,advcl,hakkama,"ps,ill,sup,main",xcomp,""" Õ : "" Just , ja ma soovin teile sama , et kui ise ___saate___ ___hakkama___ , ärge paluge .",8315088
39258,õppima,,"af,aux,imps,pres,indic",0,acl,austama,"ps,ill,mod,sup",xcomp,"Kool peaks olema koht , kus ___õpitakse___ kaasinimesi ___austama___ , arvestama ning tunnustama - need on oskused , mida eeldab kodanikuühiskond .",8315234
39264,saama,,"af,ps,sg,aux,ps3,pres,indic",0,acl:relcl,hakkama,"ps,aux,ill,sup",xcomp,"Ma olen nii uudishimulik , kes ___saab___ ___hakkama___ . """,8315345
39265,õppima,,"af,ps,sg,ps2,impf,main,indic",0,parataxis,lugema,"ps,aux,ill,sup",xcomp,"( VP nr. 27 ) mida tegi ta enda pere : "" Minu tütar ning tütretütar ___õppisid___ ___lugema___ nii , et kirjutasin neile kirju . """,8315392
39269,saama,,"af,ps,sg,ps3,impf,main,indic",0,advcl,hakkama,"ps,ill,mod,sup",xcomp,"Õpetaja rõõm on nii suur , sest selle ülesandega ___sai___ kolmandik klassi ___hakkama___ ! """,8315452
39271,saama,,"af,ps,sg,mod,ps2,pres,indic",0,parataxis,hakkama,"ps,ill,sup,main",xcomp,"Õpetaja naerab : "" Sina , Anto , ___saad___ küll elus hästi ___hakkama___ - sa oskad ilusti keerutada ! """,8315483
39294,pidama,,"af,ps,sg,ps2,main,pres,imper",1,root,venima,"sup,imps,main",conj,"Õ : "" Sa ei ___pea___ , Triinu , nii palju ___venitama___ oma kätt , ma näen küll .",8316006
39302,sattuma,,"af,ps,sg,mod,ps3,impf,indic",0,root,kaitsma,"ps,ill,mod,sup",xcomp,Autorite õigusi ___sattus___ mees ___kaitsma___ küllalt juhuslikult .,8327128
39314,nõustuma,,"af,ps,sg,aux,ps2,impf,indic",0,acl:relcl,moodustama,"ps,ill,mod,sup",xcomp,"Ulsteri sasipuntra lahtiharutamise suureks päevaks on 1998. aasta 10. aprill , mil toimus vastastikune läbimurre - Iiri Vabariik sõnastas oma põhiseaduse 2. ja 3. punkti , kus oli seni väidetud , et Ulster on Iirimaa lahutamatu osa , ümber niimoodi , et Ulsteri liitumine või mitte-liitumine sõltub sealse elanikkonna enamuse tahtest ( protestandid on enamuses ) , millele vastutasuks ___nõustusid___ Ulsteri protestandid ___moodustama___ koos katoliiklastega provintsi omavalitsust ( seni nad ei tahtnud katoliiklaste osalusest kuuldagi ) .",8327302
39348,saama,,"af,pl,ps,aux,ps3,pres,indic",0,ccomp,hakkama,"ps,ill,sup,main",xcomp,"Loomakliiniku Farmax arst Vilja Saar arvab , et koerad ___saavad___ talvel edukalt ___hakkama___ ka ilma teise kasukata .",8327904
39350,kippuma,,"af,pl,ps,mod,ps3,pres,indic",0,root,lamama,"ps,ill,sup,main",xcomp,"“ Õues ___kipuvad___ koerad trepil ___lamama___ , pepu plaadi peal .",8327918
39391,harjuma,,"imps,main,past,partic",1,acl,nägema,"ps,aux,ill,sup",xcomp,"Vasakpoolsuse halb maine Eestis - ka vanemate intellektuaalide hulgas - on kaua tulenenud sellest , et seda võimu on ___harjutud___ ___nägema___ eelkõige või ainult riigiaparaadis .",8329031
39401,pidama,,"af,mod,imps,pres,indic",0,acl,anima,"ps,aux,ill,sup",xcomp,"Ning jaapani popkunsti fänne tabab vastikusevärin pelgalt mõttest , et alla igasuguse taseme animeeritud “ Pokemoni ” ___peetakse___ diletantide ringis ___anima___ šedöövriks .",8329273
39407,saama,,"ps,sg,mod,neg,ps2,pres,imper",1,acl:relcl,hakkama,"ps,aux,ill,sup",xcomp,"Al Paldrok , kooli juht : See kontingent on paratamatult luuserid , kes mujal ___hakkama___ ei ___saa___ .",8329311
39408,tahtma,,"af,ps,sg,ps1,impf,main,indic",0,root,looma,"ps,ill,sup,main",xcomp,Oma seitsmendaks sünnipäevaks ___tahtsin___ ma ___looma___ .,8329378
39419,valmistuma,,"af,ps,sg,ps3,main,pres,indic",0,root,arvama,"ps,aux,ill,sup",xcomp,"Igaüks ___valmistub___ temast midagi ___arvama___ , on nad siis neid laule juba kuulnud või ei .",8329548
39420,pidama,,"ps,neg,impf,main,indic",1,root,kestma,"ps,aux,ill,sup",xcomp,"Kui karjäärid oleksid vaid kunstilise õigluse põhjal üles ehitatud , poleks Primal Scream nõnda kaua hoopiski mitte ___kestma___ ___pidanud___ .",8329565
39434,saama,,"ps,sg,aux,neg,ps2,pres,imper",1,parataxis,hakkama,"ps,aux,ill,sup",xcomp,"Olla mõistuse juures ja töövõimeline olukorras , kus sinu viis valmiskirjutatud romaani seisavad ilma mingi ilmumislootuseta - sellega ei ___saa___ mitte igaüks ___hakkama___ .",8329985
39435,saama,,"ps,neg,main,pres,indic",1,acl:relcl,hakkama,"ps,ill,sup,main",xcomp,"Ma olen terve elu - vahest ehk natuke pingutatultki - katsunud endale tõestada , et mina küll see mees ei ole , kes oma tööga ___hakkama___ ei ___saa___ .",8330020
39436,saama,,"ps,aux,neg,impf,indic",1,conj,hakkama,"ps,ill,sup,main",xcomp,"Aksel : Jaan Kross on osanud oma endiste naistega väga loomulikult , pingevabalt läbi saada , mina ise ei ole sellega kunagi niimoodi ___hakkama___ ___saanud___ .",8330022
39443,saama,,"af,pl,ps,mod,ps3,pres,indic",0,root,hakkama,"ps,ill,sup,main",xcomp,Kuidas nad harjumatu olukorraga ___hakkama___ ___saavad___ ?,8330162
39444,saama,,"inf,mod",0,xcomp,hakkama,"ps,ill,sup,main",xcomp,Kõigepealt proovivad nad haigusega ___hakkama___ ___saada___ kaugjuhtimise teel - tööst vabadel hommiku- ja õhtutundidel .,8330164
39445,harjuma,,"ps,neg,impf,main,indic",1,root,lugema,"ps,aux,ill,sup",xcomp,Igapäevases elus on nad pigem ___harjunud___ ___lugema___ arvuti kasutamise käsiraamatut kui tabletikarbilt rohu võtmise juhendit .,8330170
39447,saama,,"ps,mod,neg,pres,indic",1,advcl,hakkama,"ps,ill,mod,sup",xcomp,"Tema tuuakse maalt kohale siis , kui isa enam üksi lasteaeda ja kooli viimise , söögitegemise ja kraamimisega ___hakkama___ ei ___saa___ .",8330178
39448,õppima,,"inf,mod",0,acl,tundma,"ps,aux,ill,sup",xcomp,"Selliseid alasid , mis pole päriselt teadus , kunst ega ka usund , kuid milles on jooni neist kõigist , leidub ju päris palju - energiaga ( “ kätega ” ) ravimine , grafoloogia , mediteerimine eesmärgiga saada valgustatuks , püramiidienergia kasutamine , bioenergeetika , Ida kultuurides välja arendatud viisid oma energiat ___tundma___ ___õppida___ , suunata ja arendada , millel põhinevad nii karate kui ka laamade vaimsed saavutused .",8330193
39450,kippuma,,"af,pl,ps,ps3,main,pres,indic",0,conj,kiratsema,"ps,ill,sup,main",xcomp,"Tallinn ja Tartu jõuavad ilmselt tööd anda veel paarile vähemale poele , pisemates maakonnakeskustes ___kipuvad___ need aga ___kiratsema___ ja hääbuma .",8330226
39453,saama,,"aux,inf",1,root,olema,"ps,aux,ill,sup",aux,"( Odavamaid peaks ___saada___ ___olema___ parimatest poodidest , kalleimaid näiteks Egoistist ja Leonardost ) .",8330360
39471,kippuma,,"af,ps,sg,mod,ps3,impf,indic",0,root,olema,"ps,ill,sup,main",xcomp,"Nagu Piibli tõlkimine ja toimetamine kipub ikka üsna anonüümne olema , nii ___kippus___ see ___olema___ ka P 1997 puhul .",8367544
39473,arvama,,"af,ps,sg,aux,ps1,pres,indic",0,root,käima,"ps,ill,mod,sup",ccomp,""" ___Arvan___ , et piibliteksti tõlkimise või revideerimise puhul peaksid nii lugejale orienteeritus kui ka parem lingvistiline analüüs ning tõlkimist toetav eksegees ___käima___ rohkem käsikäes .",8367598
39484,juhtuma,,"ps,ill,sup,main",0,parataxis,siduma,"ps,aux,ill,sup",conj,"vastu võtma , saama ; valdama , valdusesse võtma ; kinni võtma ; ründama ; tabama ; ___juhtuma___ ; kinni ___siduma___ ; vaos hoidma ; med .",8367724
39500,nõustuma,,"ger,mod",0,advcl,tulema,"ps,ill,sup,main",xcomp,"Spengler tegi loengureisi Skandinaaviasse ja Soome , ___nõustudes___ ka Tallinnast läbi ___tulema___ ning pidas siin Mustpeade majas ettekande rahvastest , rassidest ja keeltest .",8368681
39502,õppima,,"af,ps,sg,aux,ps3,pres,indic",0,root,tundma,"ps,aux,ill,sup",xcomp,Inimene ___õpib___ maailma ___tundma___ ainult isikliku töö läbi .,8368702
39504,õppima,,"af,aux,impf,imps,indic",0,root,saama,"ps,ill,mod,sup",xcomp,"Toorõlist ___õpiti___ ___saama___ kütteõli , immutusaineid , lakke , bituumenit , petrooliumi , asfalti , putukamürke jm.",8368748
39524,kohustuma,,"af,pl,ps,ps3,impf,main,indic",0,acl:relcl,tunnistama,"ps,aux,ill,sup",xcomp,"Aastail 1927 - 1929 teguytses Tallinnas Eesti Arkitekt-Kunstnikkude Koondis , mille liikmed ___kohustusid___ ___tunnistama___ ehituskunsti mitte ehitusalana , vaid kõrgema kunstina , nähes seejuures oma peamist eesmärki eestipärase arhitektuurijoone väljaarendamises .",8369022
39528,tegema,,"ps,ill,mod,sup",0,xcomp,uurima,"ps,aux,ill,sup",conj,"Seaduse järgi oli see kohustatud kas omal algatusel või ametiasutuste , ettevõtete ja eraisikute tellimisel ___tegema___ mehaanilisi , keemilisi ning füüsikalisi katseid , analüüse ja proove , ___uurima___ ja normima mõõteriistu ja tööstusmasinaid .",8369087
39529,tegema,,"ps,ill,mod,sup",0,xcomp,normima,"ps,ill,sup,main",conj,"Seaduse järgi oli see kohustatud kas omal algatusel või ametiasutuste , ettevõtete ja eraisikute tellimisel ___tegema___ mehaanilisi , keemilisi ning füüsikalisi katseid , analüüse ja proove , uurima ja ___normima___ mõõteriistu ja tööstusmasinaid .",8369087
39534,pidama,,"af,aux,impf,imps,indic",0,root,jääma,"ps,ill,sup,main",conj,"Õpetatavate ainete loetelu koostamisel ___peeti___ vajalikuks arvestada küll teiste ministeeriumide ettepanekuid , kuid lõplike õppekavade kokkuseadmine peab ___jääma___ teaduskondade õlule .",8369119
39549,harjuma,,"ps,mod,neg,impf,indic",1,root,hoidma,"ps,ill,mod,sup",xcomp,Saarerahvas on ___harjunud___ ühte ___hoidma___ ja ilmselt just sel pinnal ongi Saarte Klubi loodud .,8374265
39562,pääsema,,"ps,mod,past,partic",1,root,põgenema,"ps,ill,sup,main",xcomp,"Kahel korral on kurjategijad saagiga ___põgenema___ ___pääsenud___ , üks üritaja kotti naise käest kätte ei saanud ja naisele appi tormanud juhuslikult lähedal olnud erariides politseinik sai põgeniku kätte kõrvalmaja trepikojast .",8374741
39566,kippuma,,"af,pl,ps,mod,ps3,pres,indic",0,advcl,lahtuma,"ps,ill,sup,main",xcomp,"Nelja krooni eest pakutaval kohvil pole häda midagi , ehkki kohvimasinast kuumale alusele tõstetud kannus ___kipuvad___ aroomid ___lahtuma___ .",8374853
39573,arvama,,"af,pl,ps,ps3,main,pres,indic",0,root,lahkuma,"ps,ill,mod,sup",ccomp,"Savisaarlased ___arvavad___ , et veidemanlased kui uue fraktsiooni moodustajad peaksid parlamendist ___lahkuma___ , veidemanlased leiavad jälle , et sellest kokkuleppest pole vaja kinni pidada , Savisaar pole ju vaatamata oma ebaeetilisele käitumisele seda siiani teinud .",8375030
39577,saama,,"ps,mod,neg,pres,indic",1,root,hakkama,"ps,aux,ill,sup",xcomp,"Ilma autota ei ___saa___ ___hakkama___ , sest puudub korralik bussiliiklus .",8375069
39580,tahtma,,"af,pl,ps,ps3,main,pres,indic",0,root,saama,"ps,ill,mod,sup",conj,"Kas seda teatud poliitilised ringkonnad ( eriti president Meri ja Reformierakond eesotsas Siim Kallasega ) ___tahavad___ või mitte , ja kui tugev ka oleks nende poliitiline surve Riigikohtu esimehele ja õiguskantslerile , peavad juulilepped ___saama___ Riigikohtu lahendi .",8375181
39583,kippuma,,"af,ps,sg,ps3,main,pres,indic",0,root,olema,"ps,ill,mod,sup",xcomp,Analüüsimine ___kipub___ tabu rikkumine ___olema___ .,8375392
39585,kippuma,,"af,ps,sg,mod,ps3,pres,indic",0,acl:relcl,kukkuma,"ps,ill,mod,sup",xcomp,"Aga veel enam kui sõrmeväledus , väärib tähelepanu mängijate polüfooniameel ja ansamblitunne , see oma kõlarolli mõistmine , mille puudumise tõttu puhkpill orkestritervikust sageli välja ___kukkuma___ ___kipub___ .",8375420
39588,pääsema,,"ps,mod,neg,cond,pres",1,conj,püüdma,"ps,ill,sup,main",advcl,"poegade , minategelase Sirkeli , Tooma ja Jaurami kohalolek on aga vajalik selleks , et kui Riina peaks hiljem kogetut maha salata ___püüdma___ , ei ___pääseks___ ta vähemalt “ tunnistajate ” tähelepanekuist .",8375462
39591,pääsema,,"ps,mod,neg,cond,pres",0,advcl,kõndima,"ps,ill,sup,main",xcomp,"Ka siis , kui vaataja ___pääseks___ figuuride vahele ___kõndima___ , ei suudaks ta neid kõiki üle vaadata .",8375551
39592,õppima,,"mod,neg,imps,pres,indic",1,advcl,tundma,"ps,ill,sup,main",xcomp,"Antony Gormley : Ma püüan tuua inimesi tagasi elutunnetuse juurde , kus ei ___õpita___ asju ___tundma___ väljastpoolt , vaid tulles tagasi intensiivsema loovusega ellu .",8375579
39626,saama,,"ps,mod,neg,impf,indic",1,conj,hakkama,"ps,ill,sup,main",xcomp,"Noormehe bussijuhtimise oskus oli napp , seetõttu ei ___saanud___ ta seisupiduri mahavõtmisega ___hakkama___ ja nii ta sõitiski suitsevate pidurite kriuksudes mööda Tartu maanteed Lubja tänava alguseni , kus liikluspolitsei patrull vaevaliselt ülesmäge roomava bussi ilma suurema vaevata peatuma sundis .",8376698
39635,tegema,,"af,ps,sg,aux,ps3,pres,indic",0,root,tegema,"ps,aux,ill,sup",conj,"Mis ___teeb___ meid muidugi väga murelikuks , kuid mis peaks murelikuks ___tegema___ ka kogu muu maailma , ” leidis ta .",8377009
39665,harjuma,,"ps,mod,past,partic",1,root,näitama,"ps,ill,sup,main",xcomp,"Meie kultuurikontekstis ollakse ___harjunud___ ___näitama___ endast ikka paremat ja meeldivamat poolust , s.t. teiste inimeste jaoks kujundatud "" mina "" - pilti , kust inimlikud nõrkused ja puudused on pigem välja jäetud .",8399551
39666,pidama,,"af,aux,impf,imps,indic",0,acl:relcl,tegutsema,"ps,ill,sup,main",xcomp,"Kirjanduslikku biograafiat ( selle inimese elu kujutust , keda ___peeti___ võimeliseks ___tegutsema___ kirjanikuna ) hakati looma 18. s .",8399639
39668,kalduma,,"ps,aux,past,partic",1,acl:relcl,vaatama,"ps,ill,sup,main",xcomp,"Enamasti on neiks olnud kultuuris ja ühiskonnas väljapaistvad isikud - kirjanikud , kunstnikud , teadlased , poliitikud jt. - mitte n.-ö. tavalised inimesed , kelle elu pole peetud biograafia vääriliseks : "" Keskendudes neile , kelle saavutused on kultuuriliselt sanktsioneeritud moel nähtaval , on biograafia ___kaldunud___ üle ___vaatama___ kõigist , kes on selle kultuuri poolt marginaliseeritud - üldiselt naistest , vaestest , etnilistest vähemustest - ja samuti nendest elu aspektidest , mis võiksid häirida selle kultuuri väärtusi , nagu homoseksuaalsus "" .",8399706
